component,time frequency,stream,field name,long name,units,time averaging
lnd,mon,clm2.h0,DWT_PROD100C_GAIN,landcover change-driven addition to 100-yr wood product pool,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_PROD100N_GAIN,addition to 100-yr wood product pool,gN/m^2/s,mean
lnd,mon,clm2.h0,DWT_PROD10C_GAIN,landcover change-driven addition to 10-yr wood product pool,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_PROD10N_GAIN,addition to 10-yr wood product pool,gN/m^2/s,mean
lnd,mon,clm2.h0,DWT_SEEDC_TO_DEADSTEM,seed source to PFT-level deadstem,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_SEEDC_TO_LEAF,seed source to PFT-level leaf,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_SEEDN_TO_DEADSTEM,seed source to PFT-level deadstem,gN/m^2/s,mean
lnd,mon,clm2.h0,DWT_SEEDN_TO_LEAF,seed source to PFT-level leaf,gN/m^2/s,mean
lnd,mon,clm2.h0,EFLX_DYNBAL,dynamic land cover change conversion energy flux,W/m^2,mean
lnd,mon,clm2.h0,EFLX_LH_TOT_R,Rural total evaporation,W/m^2,mean
lnd,mon,clm2.h0,EFLX_LH_TOT_U,Urban total evaporation,W/m^2,mean
lnd,mon,clm2.h0,ELAI,exposed one-sided leaf area index,m^2/m^2,mean
lnd,mon,clm2.h0,ERRH2OSNO,imbalance in snow depth (liquid water),mm,mean
lnd,mon,clm2.h0,ERRH2O,total water conservation error,mm,mean
lnd,mon,clm2.h0,ERRSEB,surface energy conservation error,W/m^2,mean
lnd,mon,clm2.h0,ERRSOI,soil/lake energy conservation error,W/m^2,mean
lnd,mon,clm2.h0,ERRSOL,solar radiation conservation error,W/m^2,mean
lnd,mon,clm2.h0,ER,total ecosystem respiration autotrophic + heterotrophic,gC/m^2/s,mean
lnd,mon,clm2.h0,ESAI,exposed one-sided stem area index,m^2/m^2,mean
lnd,mon,clm2.h0,FCEV,canopy evaporation,W/m^2,mean
lnd,mon,clm2.h0,FCOV,fractional impermeable area,unitless,mean
lnd,mon,clm2.h0,FCTR,canopy transpiration,W/m^2,mean
lnd,mon,clm2.h0,FGEV,ground evaporation,W/m^2,mean
lnd,mon,clm2.h0,FGR12,heat flux between soil layers 1 and 2,W/m^2,mean
lnd,mon,clm2.h0,FGR,heat flux into soil/snow including snow melt,W/m^2,mean
lnd,mon,clm2.h0,FGR_R,Rural heat flux into soil/snow including snow melt,W/m^2,mean
lnd,mon,clm2.h0,FGR_U,Urban heat flux into soil/snow including snow melt,W/m^2,mean
lnd,mon,clm2.h0,FIRA,net infrared (longwave) radiation,W/m^2,mean
lnd,mon,clm2.h0,FIRA_R,Rural net infrared (longwave) radiation,W/m^2,mean
lnd,mon,clm2.h0,FIRA_U,Urban net infrared (longwave) radiation,W/m^2,mean
lnd,mon,clm2.h0,FIRE,emitted infrared (longwave) radiation,W/m^2,mean
lnd,mon,clm2.h0,FIRESEASONL,annual fire season length,days,mean
lnd,mon,clm2.h0,FLDS,atmospheric longwave radiation,W/m^2,mean
lnd,mon,clm2.h0,FPG,fraction of potential gpp,proportion,mean
lnd,mon,clm2.h0,FPI,fraction of potential immobilization,proportion,mean
lnd,mon,clm2.h0,FPSN,photosynthesis,umol/m2s,mean
lnd,mon,clm2.h0,FROOTC_ALLOC,fine root C allocation,gC/m^2/s,mean
lnd,mon,clm2.h0,FROOTC,fine root C,gC/m^2,mean
lnd,mon,clm2.h0,FROOTC_LOSS,fine root C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,FROOTN,fine root N,gN/m^2,mean
lnd,mon,clm2.h0,FSA,absorbed solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSA_R,Rural absorbed solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSAT,fractional area with water table at surface,unitless,mean
lnd,mon,clm2.h0,FSA_U,Urban absorbed solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDS,atmospheric incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDSND,direct nir incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDSNDLN,direct nir incident solar radiation at local noon,W/m^2,mean
lnd,mon,clm2.h0,FSDSNI,diffuse nir incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDSVD,direct vis incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDSVDLN,direct vis incident solar radiation at local noon,W/m^2,mean
lnd,mon,clm2.h0,FSDSVI,diffuse vis incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSH_G,sensible heat from ground,W/m^2,mean
lnd,mon,clm2.h0,FSH_NODYNLNDUSE,sensible heat not including correction for land use change,W/m^2,mean
lnd,mon,clm2.h0,FSH_R,Rural sensible heat,W/m^2,mean
lnd,mon,clm2.h0,FSH,sensible heat,W/m^2,mean
lnd,mon,clm2.h0,FSH_U,Urban sensible heat,W/m^2,mean
lnd,mon,clm2.h0,FSH_V,sensible heat from veg,W/m^2,mean
lnd,mon,clm2.h0,FSM_R,Rural snow melt heat flux,W/m^2,mean
lnd,mon,clm2.h0,FSM,snow melt heat flux,W/m^2,mean
lnd,mon,clm2.h0,FSM_U,Urban snow melt heat flux,W/m^2,mean
lnd,mon,clm2.h0,FSNO,fraction of ground covered by snow,unitless,mean
lnd,mon,clm2.h0,FSRND,direct nir reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSRNDLN,direct nir reflected solar radiation at local noon,W/m^2,mean
lnd,mon,clm2.h0,FSRNI,diffuse nir reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSR,reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSRVD,direct vis reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSRVDLN,direct vis reflected solar radiation at local noon,W/m^2,mean
lnd,mon,clm2.h0,FSRVI,diffuse vis reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,GC_HEAT1,initial gridcell total heat content,J/m^2,mean
lnd,mon,clm2.h0,GC_ICE1,initial gridcell total ice content,mm,mean
lnd,mon,clm2.h0,GC_LIQ1,initial gridcell total liq content,mm,mean
lnd,mon,clm2.h0,GPP,gross primary production,gC/m^2/s,mean
lnd,mon,clm2.h0,GROSS_NMIN,gross rate of N mineralization,gN/m^2/s,mean
lnd,mon,clm2.h0,GR,total growth respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,H2OCAN,intercepted water,mm,mean
lnd,mon,clm2.h0,H2OSNO,snow depth (liquid water),mm,mean
lnd,mon,clm2.h0,H2OSNO_TOP,mass of snow in top snow layer,kg/m2,mean
lnd,mon,clm2.h0,H2OSOI,volumetric soil water (vegetated landunits only),mm3/mm3,mean
lnd,mon,clm2.h0,HC,heat content of soil/snow/lake,MJ/m2,mean
lnd,mon,clm2.h0,HCSOI,soil heat content,MJ/m2,mean
lnd,mon,clm2.h0,HEAT_FROM_AC,sensible heat flux put into canyon due to heat removed from air conditioning,W/m^2,mean
lnd,mon,clm2.h0,HR,total heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,HTOP,canopy top,m,mean
lnd,mon,clm2.h0,LAISHA,shaded projected leaf area index,none,mean
lnd,mon,clm2.h0,LAISUN,sunlit projected leaf area index,none,mean
lnd,mon,clm2.h0,LAND_UPTAKE,NEE minus LAND_USE_FLUX negative for update,gC/m^2/s,mean
lnd,mon,clm2.h0,LAND_USE_FLUX,total C emitted from land cover conversion and wood product pools,gC/m^2/s,mean
lnd,mon,clm2.h0,LEAFC_ALLOC,leaf C allocation,gC/m^2/s,mean
lnd,mon,clm2.h0,LEAFC,leaf C,gC/m^2,mean
lnd,mon,clm2.h0,LEAFC_LOSS,leaf C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,LEAFN,leaf N,gN/m^2,mean
lnd,mon,clm2.h0,LITFALL,litterfall (leaves and fine roots),gC/m^2/s,mean
lnd,mon,clm2.h0,LITHR,litter heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,LITR1C,litter labile C,gC/m^2,mean
lnd,mon,clm2.h0,LITR1C_TO_SOIL1C,decomp. of litter 1 C to SOM 1 C,gC/m^2/s,mean
lnd,mon,clm2.h0,LITR1N,litter labile N,gN/m^2,mean
lnd,mon,clm2.h0,LITR2C,litter cellulose C,gC/m^2,mean
lnd,mon,clm2.h0,LITR2C_TO_SOIL2C,decomp. of litter 2 C to SOM 2 C,gC/m^2/s,mean
lnd,mon,clm2.h0,LITR2N,litter cellulose N,gN/m^2,mean
lnd,mon,clm2.h0,LITR3C,litter lignin C,gC/m^2,mean
lnd,mon,clm2.h0,LITR3C_TO_SOIL3C,decomp. of litter 3 C to SOM 3 C,gC/m^2/s,mean
lnd,mon,clm2.h0,LITR3N,litter lignin N,gN/m^2,mean
lnd,mon,clm2.h0,LITTERC_HR,litter C heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,LITTERC,litter C,gC/m^2,mean
lnd,mon,clm2.h0,LITTERC_LOSS,litter C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,LIVECROOTC,live coarse root C,gC/m^2,mean
lnd,mon,clm2.h0,LIVECROOTN,live coarse root N,gN/m^2,mean
lnd,mon,clm2.h0,LIVESTEMC,live stem C,gC/m^2,mean
lnd,mon,clm2.h0,LIVESTEMN,live stem N,gN/m^2,mean
lnd,mon,clm2.h0,MEAN_FIRE_PROB,e-foldingmean of daily fire probability,0-1,mean
lnd,mon,clm2.h0,MR,maintenance respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,NBP,net biome production includes fire landuse and harvest flux positive for sink,gC/m^2/s,mean
lnd,mon,clm2.h0,NDEPLOY,total N deployed in new growth,gN/m^2/s,mean
lnd,mon,clm2.h0,NDEP_TO_SMINN,atmospheric N deposition to soil mineral N,gN/m^2/s,mean
lnd,mon,clm2.h0,NEE,net ecosystem exchange of carbon includes fire landuse harvest and hrv_xsmrpool flux positive for source,gC/m^2/s,mean
lnd,mon,clm2.h0,NEP,net ecosystem production excludes fire landuse and harvest flux positive for sink,gC/m^2/s,mean
lnd,mon,clm2.h0,NET_NMIN,net rate of N mineralization,gN/m^2/s,mean
lnd,mon,clm2.h0,NFIX_TO_SMINN,symbiotic/asymbiotic N fixation to soil mineral N,gN/m^2/s,mean
lnd,mon,clm2.h0,NPP,net primary production,gC/m^2/s,mean
lnd,mon,clm2.h0,OCDEP,total OC deposition (dry+wet) from atmosphere,kg/m^2/s,mean
lnd,mon,clm2.h0,PBOT,atmospheric pressure,Pa,mean
lnd,mon,clm2.h0,PCO2,atmospheric partial pressure of CO2,Pa,mean
lnd,mon,clm2.h0,PFT_CTRUNC,pft-level sink for C truncation,gC/m^2,mean
lnd,mon,clm2.h0,PFT_FIRE_CLOSS,total pft-level fire C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,PFT_FIRE_NLOSS,total pft-level fire N loss,gN/m^2/s,mean
lnd,mon,clm2.h0,PFT_NTRUNC,pft-level sink for N truncation,gN/m^2,mean
lnd,mon,clm2.h0,PLANT_NDEMAND,N flux required to support initial GPP,gN/m^2/s,mean
lnd,mon,clm2.h0,POTENTIAL_IMMOB,potential N immobilization,gN/m^2/s,mean
lnd,mon,clm2.h0,PROD100C,100-yr wood product C,gC/m^2,mean
lnd,mon,clm2.h0,PROD100C_LOSS,loss from 100-yr wood product pool,gC/m^2/s,mean
lnd,mon,clm2.h0,PROD100N,100-yr wood product N,gN/m^2,mean
lnd,mon,clm2.h0,PROD100N_LOSS,loss from 100-yr wood product pool,gN/m^2/s,mean
lnd,mon,clm2.h0,PROD10C,10-yr wood product C,gC/m^2,mean
lnd,mon,clm2.h0,PROD10C_LOSS,loss from 10-yr wood product pool,gC/m^2/s,mean
lnd,mon,clm2.h0,PROD10N,10-yr wood product N,gN/m^2,mean
lnd,mon,clm2.h0,PROD10N_LOSS,loss from 10-yr wood product pool,gN/m^2/s,mean
lnd,mon,clm2.h0,PRODUCT_CLOSS,total carbon loss from wood product pools,gC/m^2/s,mean
lnd,mon,clm2.h0,PRODUCT_NLOSS,total N loss from wood product pools,gN/m^2/s,mean
lnd,mon,clm2.h0,PSNSHADE_TO_CPOOL,C fixation from shaded canopy,gC/m^2/s,mean
lnd,mon,clm2.h0,PSNSHA,shaded leaf photosynthesis,umolCO2/m^2/s,mean
lnd,mon,clm2.h0,PSNSUN,sunlit leaf photosynthesis,umolCO2/m^2/s,mean
lnd,mon,clm2.h0,PSNSUN_TO_CPOOL,C fixation from sunlit canopy,gC/m^2/s,mean
lnd,mon,clm2.h0,Q2M,2m specific humidity,kg/kg,mean
lnd,mon,clm2.h0,QBOT,atmospheric specific humidity,kg/kg,mean
lnd,mon,clm2.h0,QCHARGE,aquifer recharge rate (vegetated landunits only),mm/s,mean
lnd,mon,clm2.h0,QDRAI,sub-surface drainage,mm/s,mean
lnd,mon,clm2.h0,QDRIP,throughfall,mm/s,mean
lnd,mon,clm2.h0,QFLX_ICE_DYNBAL,ice dynamic land cover change conversion runoff flux,mm/s,mean
lnd,mon,clm2.h0,QFLX_LIQ_DYNBAL,liq dynamic land cover change conversion runoff flux,mm/s,mean
lnd,mon,clm2.h0,QINFL,infiltration,mm/s,mean
lnd,mon,clm2.h0,QINTR,interception,mm/s,mean
lnd,mon,clm2.h0,QIRRIG,water added through irrigation,mm/s,mean
lnd,mon,clm2.h0,QOVER,surface runoff,mm/s,mean
lnd,mon,clm2.h0,QRGWL,surface runoff at glaciers (liquid only) wetlands lakes,mm/s,mean
lnd,mon,clm2.h0,QRUNOFF_NODYNLNDUSE,total liquid runoff (does not include QSNWCPICE) not including correction for land use change,mm/s,mean
lnd,mon,clm2.h0,QRUNOFF_R,Rural total runoff,mm/s,mean
lnd,mon,clm2.h0,QRUNOFF,total liquid runoff (does not include QSNWCPICE),mm/s,mean
lnd,mon,clm2.h0,QRUNOFF_U,Urban total runoff,mm/s,mean
lnd,mon,clm2.h0,QSNOMELT,snow melt,mm/s,mean
lnd,mon,clm2.h0,QSNWCPICE,excess snowfall due to snow capping,mm/s,mean
lnd,mon,clm2.h0,QSNWCPICE_NODYNLNDUSE,excess snowfall due to snow capping not including correction for land use change,mm H2O/s,mean
lnd,mon,clm2.h0,QSOIL,Ground evaporation (soil/snow evaporation + soil/snow sublimation - dew),mm/s,mean
lnd,mon,clm2.h0,QVEGE,canopy evaporation,mm/s,mean
lnd,mon,clm2.h0,QVEGT,canopy transpiration,mm/s,mean
lnd,mon,clm2.h0,RAIN,atmospheric rain,mm/s,mean
lnd,mon,clm2.h0,RETRANSN,plant pool of retranslocated N,gN/m^2,mean
lnd,mon,clm2.h0,RETRANSN_TO_NPOOL,deployment of retranslocated N,gN/m^2/s,mean
lnd,mon,clm2.h0,RH2M,2m relative humidity,%,mean
lnd,mon,clm2.h0,RH2M_R,Rural 2m specific humidity,%,mean
lnd,mon,clm2.h0,RH2M_U,Urban 2m relative humidity,%,mean
lnd,mon,clm2.h0,RR,root respiration (fine root MR + total root GR),gC/m^2/s,mean
lnd,mon,clm2.h0,SABG,solar rad absorbed by ground,W/m^2,mean
lnd,mon,clm2.h0,SABV,solar rad absorbed by veg,W/m^2,mean
lnd,mon,clm2.h0,SEEDC,pool for seeding new PFTs,gC/m^2,mean
lnd,mon,clm2.h0,SEEDN,pool for seeding new PFTs,gN/m^2,mean
lnd,mon,clm2.h0,SMINN_LEACHED,soil mineral N pool loss to leaching,gN/m^2/s,mean
lnd,mon,clm2.h0,SMINN,soil mineral N,gN/m^2,mean
lnd,mon,clm2.h0,SMINN_TO_NPOOL,deployment of soil mineral N uptake,gN/m^2/s,mean
lnd,mon,clm2.h0,SMINN_TO_PLANT,plant uptake of soil mineral N,gN/m^2/s,mean
lnd,mon,clm2.h0,SNOBCMCL,mass of BC in snow column,kg/m2,mean
lnd,mon,clm2.h0,SNOBCMSL,mass of BC in top snow layer,kg/m2,mean
lnd,mon,clm2.h0,SNODSTMCL,mass of dust in snow column,kg/m2,mean
lnd,mon,clm2.h0,SNODSTMSL,mass of dust in top snow layer,kg/m2,mean
lnd,mon,clm2.h0,SNOOCMCL,mass of OC in snow column,kg/m2,mean
lnd,mon,clm2.h0,SNOOCMSL,mass of OC in top snow layer,kg/m2,mean
lnd,mon,clm2.h0,SNOW,atmospheric snow,mm/s,mean
lnd,mon,clm2.h0,SNOWDP,snow height,m,mean
lnd,mon,clm2.h0,SNOWICE,snow ice,kg/m2,mean
lnd,mon,clm2.h0,SNOWLIQ,snow liquid water,kg/m2,mean
lnd,mon,clm2.h0,SNOW_SINKS,snow sinks (liquid water),mm/s,mean
lnd,mon,clm2.h0,SNOW_SOURCES,snow sources (liquid water),mm/s,mean
lnd,mon,clm2.h0,SOIL1C,soil organic matter C (fast pool),gC/m^2,mean
lnd,mon,clm2.h0,SOIL1N,soil organic matter N (fast pool),gN/m^2,mean
lnd,mon,clm2.h0,SOIL2C,soil organic matter C (medium pool),gC/m^2,mean
lnd,mon,clm2.h0,SOIL2N,soil organic matter N (medium pool),gN/m^2,mean
lnd,mon,clm2.h0,SOIL3C,soil organic matter C (slow pool),gC/m^2,mean
lnd,mon,clm2.h0,SOIL3N,soil orgainc matter N (slow pool),gN/m^2,mean
lnd,mon,clm2.h0,SOIL4C,soil organic matter C (slowest pool),gC/m^2,mean
lnd,mon,clm2.h0,SOIL4N,soil orgainc matter N (slowest pool),gN/m^2,mean
lnd,mon,clm2.h0,SoilAlpha,factor limiting ground evap,unitless,mean
lnd,mon,clm2.h0,SoilAlpha_U,urban factor limiting ground evap,unitless,mean
lnd,mon,clm2.h0,SOILC_HR,soil C heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,SOILC_LOSS,soil C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,SOILC,soil C,gC/m^2,mean
lnd,mon,clm2.h0,SOILICE,soil ice (vegetated landunits only),kg/m2,mean
lnd,mon,clm2.h0,SOILLIQ,soil liquid water (vegetated landunits only),kg/m2,mean
lnd,mon,clm2.h0,SOILPSI,soil water potential in each soil layer,MPa,mean
lnd,mon,clm2.h0,SOILWATER_10CM,soil liquid water + ice in top 10cm of soil (veg landunits only),kg/m2,mean
lnd,mon,clm2.h0,SOMHR,soil organic matter heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,SR,total soil respiration (HR + root resp),gC/m^2/s,mean
lnd,mon,clm2.h0,STORVEGC,stored vegetation carbon excluding cpool,gC/m^2,mean
lnd,mon,clm2.h0,STORVEGN,stored vegetation nitrogen,gN/m^2,mean
lnd,mon,clm2.h0,SUPPLEMENT_TO_SMINN,supplemental N supply,gN/m^2/s,mean
lnd,mon,clm2.h0,TAUX,zonal surface stress,kg/m/s^2,mean
lnd,mon,clm2.h0,TAUY,meridional surface stress,kg/m/s^2,mean
lnd,mon,clm2.h0,TBOT,atmospheric air temperature,K,mean
lnd,mon,clm2.h0,TBUILD,internal urban building temperature,K,mean
lnd,mon,clm2.h0,TG,ground temperature,K,mean
lnd,mon,clm2.h0,TG_R,Rural ground temperature,K,mean
lnd,mon,clm2.h0,TG_U,Urban ground temperature,K,mean
lnd,mon,clm2.h0,THBOT,atmospheric air potential temperature,K,mean
lnd,mon,clm2.h0,TLAI,total projected leaf area index,none,mean
lnd,mon,clm2.h0,TLAKE,lake temperature,K,mean
lnd,mon,clm2.h0,TOTCOLC,total column carbon incl veg and cpool,gC/m^2,mean
lnd,mon,clm2.h0,TOTCOLN,total column-level N,gN/m^2,mean
lnd,mon,clm2.h0,TOTECOSYSC,total ecosystem carbon incl veg but excl cpool,gC/m^2,mean
lnd,mon,clm2.h0,TOTECOSYSN,total ecosystem N,gN/m^2,mean
lnd,mon,clm2.h0,TOTLITC,total litter carbon,gC/m^2,mean
lnd,mon,clm2.h0,TOTLITN,total litter N,gN/m^2,mean
lnd,mon,clm2.h0,TOTPFTC,total pft-level carbon including cpool,gC/m^2,mean
lnd,mon,clm2.h0,TOTPFTN,total PFT-level nitrogen,gN/m^2,mean
lnd,mon,clm2.h0,TOTPRODC,total wood product C,gC/m^2,mean
lnd,mon,clm2.h0,TOTPRODN,total wood product N,gN/m^2,mean
lnd,mon,clm2.h0,TOTSOMC,total soil organic matter carbon,gC/m^2,mean
lnd,mon,clm2.h0,TOTSOMN,total soil organic matter N,gN/m^2,mean
lnd,mon,clm2.h0,TOTVEGC,total vegetation carbon excluding cpool,gC/m^2,mean
lnd,mon,clm2.h0,TOTVEGN,total vegetation nitrogen,gN/m^2,mean
lnd,mon,clm2.h0,TREFMNAV,daily minimum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMNAV_R,Rural daily minimum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMNAV_U,Urban daily minimum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMXAV,daily maximum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMXAV_R,Rural daily maximum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TREFMXAV_U,Urban daily maximum of average 2-m temperature,K,mean
lnd,mon,clm2.h0,TSA,2m air temperature,K,mean
lnd,mon,clm2.h0,TSAI,total projected stem area index,none,mean
lnd,mon,clm2.h0,TSA_R,Rural 2m air temperature,K,mean
lnd,mon,clm2.h0,TSA_U,Urban 2m air temperature,K,mean
lnd,mon,clm2.h0,TSOI_10CM,soil temperature in top 10cm of soil,K,mean
lnd,mon,clm2.h0,TSOI_ICE,soil temperature (ice landunits only),K,mean
lnd,mon,clm2.h0,TSOI,soil temperature (vegetated landunits only),K,mean
lnd,mon,clm2.h0,TV,vegetation temperature,K,mean
lnd,mon,clm2.h0,U10,10-m wind,m/s,mean
lnd,mon,clm2.h0,URBAN_AC,urban air conditioning flux,W/m^2,mean
lnd,mon,clm2.h0,URBAN_HEAT,urban heating flux,W/m^2,mean
lnd,mon,clm2.h0,WASTEHEAT,sensible heat flux from heating/cooling sources of urban waste heat,W/m^2,mean
lnd,mon,clm2.h0,WA,water in the unconfined aquifer (vegetated landunits only),mm,mean
lnd,mon,clm2.h0,WIND,atmospheric wind velocity magnitude,m/s,mean
lnd,mon,clm2.h0,WOODC_ALLOC,wood C allocation,gC/m^2/s,mean
lnd,mon,clm2.h0,WOODC_LOSS,wood C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,WOODC,wood C,gC/m^2,mean
lnd,mon,clm2.h0,WOOD_HARVESTC,wood harvest carbon (to product pools),gC/m^2/s,mean
lnd,mon,clm2.h0,WOOD_HARVESTN,wood harvest N (to product pools),gN/m^2/s,mean
lnd,mon,clm2.h0,WT,total water storage (unsaturated soil water + groundwater veg landunits),mm,mean
lnd,mon,clm2.h0,XSMRPOOL_RECOVER,C flux assigned to recovery of negative xsmrpool,gC/m^2/s,mean
lnd,mon,clm2.h0,XSMRPOOL,temporary photosynthate C pool,gC/m^2,mean
lnd,mon,clm2.h0,ZBOT,atmospheric reference height,m,mean
lnd,mon,clm2.h0,ZWT,water table depth (vegetated landunits only),m,mean
lnd,day,clm2.h1,FSNO,fraction of ground covered by snow,unitless,mean
lnd,day,clm2.h1,H2OSNO,snow depth (liquid water),mm,mean
lnd,day,clm2.h1,QRUNOFF,total liquid runoff (does not include QSNWCPICE),mm/s,mean
lnd,day,clm2.h1,RAIN,atmospheric rain,mm/s,mean
lnd,day,clm2.h1,SNOW,atmospheric snow,mm/s,mean
lnd,day,clm2.h1,SOILWATER_10CM,soil liquid water + ice in top 10cm of soil (veg landunits only),kg/m2,mean
